#,id,bureau_score,score_band,report_status,total_accounts,active_accounts,overdue_accounts,dpd_max,credit_utilization_pct,emi_to_income_ratio,tradelines,enquiries,mock_raw_report,created_at,loan_application_id,user_id
4001,4001,544,low,mocked,7,6,0,0,65.79,0.06,"[{""dpd"": 0, ""account_type"": ""credit_card""}, {""dpd"": 0, ""account_type"": ""personal_loan""}]","[{""type"": ""loan"", ""amount"": 28236.9}]","{""bureau_score"": 544, ""report_number"": ""636f0ff3-6401-439d-9ec2-166353cf1682"", ""assessment_date"": ""2025-01-07""}",2025-05-11 10:05:01.527198,4001,9809
4002,4002,515,low,mocked,8,6,0,0,15.93,0.45,"[{""dpd"": 0, ""account_type"": ""credit_card""}, {""dpd"": 0, ""account_type"": ""personal_loan""}]","[{""type"": ""loan"", ""amount"": 74362.7}]","{""bureau_score"": 515, ""report_number"": ""68d4cd2c-723a-4024-8609-b7c0ae31dafb"", ""assessment_date"": ""2025-03-29""}",2025-05-11 10:05:01.555205,4002,964
4003,4003,692,medium,mocked,9,9,0,0,98.95,0.44,"[{""dpd"": 0, ""account_type"": ""credit_card""}, {""dpd"": 0, ""account_type"": ""personal_loan""}]","[{""type"": ""loan"", ""amount"": 71920.9}]","{""bureau_score"": 692, ""report_number"": ""87e24f20-aed7-4ddb-82ef-63c13b911a5b"", ""assessment_date"": ""2025-05-06""}",2025-05-11 10:05:01.580466,4003,6410
4004,4004,440,low,mocked,10,5,0,30,68.11,0.4,"[{""dpd"": 30, ""account_type"": ""credit_card""}, {""dpd"": 0, ""account_type"": ""personal_loan""}]","[{""type"": ""loan"", ""amount"": 68686.1}]","{""bureau_score"": 440, ""report_number"": ""0a0f9560-61f2-46f1-8d40-76519e646fe4"", ""assessment_date"": ""2025-02-18""}",2025-05-11 10:05:01.599755,4004,3580
4005,4005,586,low,mocked,1,1,0,0,16.03,0.44,"[{""dpd"": 0, ""account_type"": ""credit_card""}, {""dpd"": 0, ""account_type"": ""personal_loan""}]","[{""type"": ""loan"", ""amount"": 77996.8}]","{""bureau_score"": 586, ""report_number"": ""24d23b6e-ef7f-44d4-9a0e-b7ae7fbe844d"", ""assessment_date"": ""2025-04-12""}",2025-05-11 10:05:01.630593,4005,7871
4006,4006,356,low,mocked,9,9,2,60,20.4,0.2,"[{""dpd"": 60, ""account_type"": ""credit_card""}, {""dpd"": 0, ""account_type"": ""personal_loan""}]","[{""type"": ""loan"", ""amount"": 64938.0}]","{""bureau_score"": 356, ""report_number"": ""3992260d-6792-4d09-b24f-7157eab41318"", ""assessment_date"": ""2025-04-04""}",2025-05-11 10:05:01.656910,4006,2746
4007,4007,301,low,mocked,14,8,0,0,96.58,0.3,"[{""dpd"": 0, ""account_type"": ""credit_card""}, {""dpd"": 0, ""account_type"": ""personal_loan""}]","[{""type"": ""loan"", ""amount"": 80252.6}]","{""bureau_score"": 301, ""report_number"": ""112d4e15-f6d5-4f84-b3b6-28633233d941"", ""assessment_date"": ""2025-02-12""}",2025-05-11 10:05:01.676356,4007,3097
4008,4008,371,low,mocked,13,4,0,0,84.2,0.98,"[{""dpd"": 0, ""account_type"": ""credit_card""}, {""dpd"": 0, ""account_type"": ""personal_loan""}]","[{""type"": ""loan"", ""amount"": 44940.4}]","{""bureau_score"": 371, ""report_number"": ""670cc66e-bd21-4de6-9292-f1eba12cbe5a"", ""assessment_date"": ""2025-04-02""}",2025-05-11 10:05:01.704993,4008,6171
4009,4009,337,low,mocked,5,4,0,0,65.75,0.27,"[{""dpd"": 0, ""account_type"": ""credit_card""}, {""dpd"": 0, ""account_type"": ""personal_loan""}]","[{""type"": ""loan"", ""amount"": 72125.5}]","{""bureau_score"": 337, ""report_number"": ""ebf4dbe3-0d09-46fc-b13c-26c08c5b614c"", ""assessment_date"": ""2025-01-24""}",2025-05-11 10:05:01.734315,4009,4889
4010,4010,465,low,mocked,14,10,0,0,72.45,0.07,"[{""dpd"": 0, ""account_type"": ""credit_card""}, {""dpd"": 0, ""account_type"": ""personal_loan""}]","[{""type"": ""loan"", ""amount"": 11011.8}]","{""bureau_score"": 465, ""report_number"": ""b25ba9f4-2f7b-4091-8038-d76e21bb8e80"", ""assessment_date"": ""2025-05-08""}",2025-05-11 10:05:01.765186,4010,826
4011,4011,333,low,mocked,11,9,2,30,77.71,0.2,"[{""dpd"": 30, ""account_type"": ""credit_card""}, {""dpd"": 0, ""account_type"": ""personal_loan""}]","[{""type"": ""loan"", ""amount"": 76084.6}]","{""bureau_score"": 333, ""report_number"": ""1bdea16f-41d3-4e55-a9d1-2d833e125238"", ""assessment_date"": ""2025-01-09""}",2025-05-11 10:05:01.784251,4011,9835
4012,4012,672,medium,mocked,11,5,0,0,52.7,0.1,"[{""dpd"": 0, ""account_type"": ""credit_card""}, {""dpd"": 0, ""account_type"": ""personal_loan""}]","[{""type"": ""loan"", ""amount"": 57562.9}]","{""bureau_score"": 672, ""report_number"": ""8dc93be3-10b3-4034-a2c4-4eb015a1682d"", ""assessment_date"": ""2025-05-04""}",2025-05-11 10:05:01.821741,4012,1883
4013,4013,383,low,mocked,12,10,0,0,57.77,4,"[{""dpd"": 0, ""account_type"": ""credit_card""}, {""dpd"": 0, ""account_type"": ""personal_loan""}]","[{""type"": ""loan"", ""amount"": 65141.8}]","{""bureau_score"": 383, ""report_number"": ""9e4f35b1-8b99-43cf-aceb-4e20b05a942c"", ""assessment_date"": ""2025-01-15""}",2025-05-11 10:05:01.847896,4013,4759
4014,4014,615,low,mocked,2,1,1,30,5.35,0.08,"[{""dpd"": 30, ""account_type"": ""credit_card""}, {""dpd"": 0, ""account_type"": ""personal_loan""}]","[{""type"": ""loan"", ""amount"": 6860.9}]","{""bureau_score"": 615, ""report_number"": ""dfdfdd77-3120-45ed-8910-528de0b6f829"", ""assessment_date"": ""2025-05-03""}",2025-05-11 10:05:01.870268,4014,721
4015,4015,582,low,mocked,4,1,1,30,12.35,0.27,"[{""dpd"": 30, ""account_type"": ""credit_card""}, {""dpd"": 0, ""account_type"": ""personal_loan""}]","[{""type"": ""loan"", ""amount"": 67492.1}]","{""bureau_score"": 582, ""report_number"": ""12c06362-1bb7-40e9-b310-91622086e7d7"", ""assessment_date"": ""2025-02-02""}",2025-05-11 10:05:01.893653,4015,9265
4016,4016,535,low,mocked,8,6,0,0,81.89,0.44,"[{""dpd"": 0, ""account_type"": ""credit_card""}, {""dpd"": 0, ""account_type"": ""personal_loan""}]","[{""type"": ""loan"", ""amount"": 40515.8}]","{""bureau_score"": 535, ""report_number"": ""0c885d0d-0565-41d9-91a7-3c19e146593b"", ""assessment_date"": ""2025-03-26""}",2025-05-11 10:05:01.927989,4016,2276
4017,4017,602,low,mocked,14,7,0,0,20.44,0.15,"[{""dpd"": 0, ""account_type"": ""credit_card""}, {""dpd"": 0, ""account_type"": ""personal_loan""}]","[{""type"": ""loan"", ""amount"": 18543.2}]","{""bureau_score"": 602, ""report_number"": ""b9d6a1b0-e011-448e-a70d-ab7ed2b98ff1"", ""assessment_date"": ""2025-01-27""}",2025-05-11 10:05:01.952949,4017,4844
4018,4018,397,low,mocked,14,3,0,0,81.13,0.3,"[{""dpd"": 0, ""account_type"": ""credit_card""}, {""dpd"": 0, ""account_type"": ""personal_loan""}]","[{""type"": ""loan"", ""amount"": 71948.4}]","{""bureau_score"": 397, ""report_number"": ""bc150f56-0920-4bd8-826e-5aadc96e6a28"", ""assessment_date"": ""2025-01-21""}",2025-05-11 10:05:01.972155,4018,1394
4019,4019,609,low,mocked,6,2,0,0,25.65,1.11,"[{""dpd"": 0, ""account_type"": ""credit_card""}, {""dpd"": 0, ""account_type"": ""personal_loan""}]","[{""type"": ""loan"", ""amount"": 89758.7}]","{""bureau_score"": 609, ""report_number"": ""029b150d-987a-40e7-b7f0-960b7c8dcb29"", ""assessment_date"": ""2025-01-10""}",2025-05-11 10:05:02.005798,4019,8855
4020,4020,609,low,mocked,6,4,0,0,56.38,0.04,"[{""dpd"": 0, ""account_type"": ""credit_card""}, {""dpd"": 0, ""account_type"": ""personal_loan""}]","[{""type"": ""loan"", ""amount"": 18001.8}]","{""bureau_score"": 609, ""report_number"": ""70eb978d-63b7-421c-bfa0-d7bdddf33634"", ""assessment_date"": ""2025-02-05""}",2025-05-11 10:05:02.031473,4020,672
4021,4021,482,low,mocked,12,1,1,90,79.02,0.16,"[{""dpd"": 90, ""account_type"": ""credit_card""}, {""dpd"": 0, ""account_type"": ""personal_loan""}]","[{""type"": ""loan"", ""amount"": 38490.5}]","{""bureau_score"": 482, ""report_number"": ""4b43950d-5681-4b00-82a3-6565a7625e90"", ""assessment_date"": ""2025-03-26""}",2025-05-11 10:05:02.049421,4021,654
4022,4022,585,low,mocked,5,5,0,90,61.4,0.46,"[{""dpd"": 90, ""account_type"": ""credit_card""}, {""dpd"": 0, ""account_type"": ""personal_loan""}]","[{""type"": ""loan"", ""amount"": 35586.2}]","{""bureau_score"": 585, ""report_number"": ""eceaf8dd-3849-4959-8219-dc3e6e3fad59"", ""assessment_date"": ""2025-04-30""}",2025-05-11 10:05:02.072580,4022,8865
4023,4023,442,low,mocked,14,3,0,30,73.17,0.24,"[{""dpd"": 30, ""account_type"": ""credit_card""}, {""dpd"": 0, ""account_type"": ""personal_loan""}]","[{""type"": ""loan"", ""amount"": 90606.1}]","{""bureau_score"": 442, ""report_number"": ""2a18a766-fa4f-4a09-a476-41554a5f05d5"", ""assessment_date"": ""2025-01-10""}",2025-05-11 10:05:02.100243,4023,666
4024,4024,319,low,mocked,3,1,1,30,13.48,0.25,"[{""dpd"": 30, ""account_type"": ""credit_card""}, {""dpd"": 0, ""account_type"": ""personal_loan""}]","[{""type"": ""loan"", ""amount"": 55128.7}]","{""bureau_score"": 319, ""report_number"": ""f2b54faf-09df-4dc2-ba57-a22543336b4e"", ""assessment_date"": ""2025-03-05""}",2025-05-11 10:05:02.123287,4024,5439
4025,4025,607,low,mocked,12,10,0,0,82.71,0.1,"[{""dpd"": 0, ""account_type"": ""credit_card""}, {""dpd"": 0, ""account_type"": ""personal_loan""}]","[{""type"": ""loan"", ""amount"": 21303.9}]","{""bureau_score"": 607, ""report_number"": ""59529cf4-ebf2-412f-bf4c-9f344790e3fb"", ""assessment_date"": ""2025-03-04""}",2025-05-11 10:05:02.143464,4025,8964
4026,4026,537,low,mocked,1,1,0,0,31.07,0.22,"[{""dpd"": 0, ""account_type"": ""credit_card""}, {""dpd"": 0, ""account_type"": ""personal_loan""}]","[{""type"": ""loan"", ""amount"": 97489.0}]","{""bureau_score"": 537, ""report_number"": ""87bb227f-b558-48d4-9453-f1b5cbbff5ce"", ""assessment_date"": ""2025-05-09""}",2025-05-11 10:05:02.170304,4026,1816
4027,4027,397,low,mocked,14,10,0,0,35.55,0.28,"[{""dpd"": 0, ""account_type"": ""credit_card""}, {""dpd"": 0, ""account_type"": ""personal_loan""}]","[{""type"": ""loan"", ""amount"": 21915.8}]","{""bureau_score"": 397, ""report_number"": ""c6c82b1b-568f-43d6-affa-100b8c4c9a85"", ""assessment_date"": ""2025-04-23""}",2025-05-11 10:05:02.199050,4027,8578
4028,4028,335,low,mocked,12,8,3,60,27.16,0.04,"[{""dpd"": 60, ""account_type"": ""credit_card""}, {""dpd"": 0, ""account_type"": ""personal_loan""}]","[{""type"": ""loan"", ""amount"": 15787.2}]","{""bureau_score"": 335, ""report_number"": ""fda6be1f-1d45-4f53-83c7-fd12087f16e9"", ""assessment_date"": ""2025-02-04""}",2025-05-11 10:05:02.222582,4028,1695
4029,4029,352,low,mocked,7,3,0,0,53.95,0.03,"[{""dpd"": 0, ""account_type"": ""credit_card""}, {""dpd"": 0, ""account_type"": ""personal_loan""}]","[{""type"": ""loan"", ""amount"": 7635.8}]","{""bureau_score"": 352, ""report_number"": ""f7677492-955f-4cf7-9419-c92cff59f615"", ""assessment_date"": ""2025-03-07""}",2025-05-11 10:05:02.241798,4029,5938
4030,4030,491,low,mocked,9,5,0,30,75.89,0.03,"[{""dpd"": 30, ""account_type"": ""credit_card""}, {""dpd"": 0, ""account_type"": ""personal_loan""}]","[{""type"": ""loan"", ""amount"": 11585.4}]","{""bureau_score"": 491, ""report_number"": ""f4ef2bcc-a4d8-49c8-8c69-17cb42e655d4"", ""assessment_date"": ""2025-02-05""}",2025-05-11 10:05:02.266842,4030,4790
4031,4031,528,low,mocked,8,7,3,30,7.04,0.24,"[{""dpd"": 30, ""account_type"": ""credit_card""}, {""dpd"": 0, ""account_type"": ""personal_loan""}]","[{""type"": ""loan"", ""amount"": 45619.3}]","{""bureau_score"": 528, ""report_number"": ""0d450ab0-7bf3-4b97-b20a-a1d2415547c9"", ""assessment_date"": ""2025-02-10""}",2025-05-11 10:05:02.314395,4031,6611
4032,4032,810,high,mocked,1,1,0,0,95.17,0.27,"[{""dpd"": 0, ""account_type"": ""credit_card""}, {""dpd"": 0, ""account_type"": ""personal_loan""}]","[{""type"": ""loan"", ""amount"": 57294.0}]","{""bureau_score"": 810, ""report_number"": ""49c6b70d-e943-4130-951b-3ad20b44ab4f"", ""assessment_date"": ""2025-01-29""}",2025-05-11 10:05:02.337287,4032,4314
4033,4033,765,high,mocked,5,5,3,30,85.5,1.21,"[{""dpd"": 30, ""account_type"": ""credit_card""}, {""dpd"": 0, ""account_type"": ""personal_loan""}]","[{""type"": ""loan"", ""amount"": 95516.5}]","{""bureau_score"": 765, ""report_number"": ""537bddd1-1d15-454d-9863-ae77727f5a55"", ""assessment_date"": ""2025-04-29""}",2025-05-11 10:05:02.367932,4033,6203
4034,4034,816,high,mocked,11,1,0,0,76.98,0.27,"[{""dpd"": 0, ""account_type"": ""credit_card""}, {""dpd"": 0, ""account_type"": ""personal_loan""}]","[{""type"": ""loan"", ""amount"": 36371.8}]","{""bureau_score"": 816, ""report_number"": ""ecbfdce7-91f6-4759-a480-6f650c3391f2"", ""assessment_date"": ""2025-04-14""}",2025-05-11 10:05:02.394962,4034,6867
4035,4035,773,high,mocked,11,7,0,0,57.97,1.01,"[{""dpd"": 0, ""account_type"": ""credit_card""}, {""dpd"": 0, ""account_type"": ""personal_loan""}]","[{""type"": ""loan"", ""amount"": 19962.6}]","{""bureau_score"": 773, ""report_number"": ""34796d35-8c9e-4642-801e-43644620f506"", ""assessment_date"": ""2025-03-23""}",2025-05-11 10:05:02.414372,4035,6725
4036,4036,458,low,mocked,11,3,1,30,31.53,0.3,"[{""dpd"": 30, ""account_type"": ""credit_card""}, {""dpd"": 0, ""account_type"": ""personal_loan""}]","[{""type"": ""loan"", ""amount"": 22442.2}]","{""bureau_score"": 458, ""report_number"": ""49304028-2300-4bae-bfa1-f82ae1b92f90"", ""assessment_date"": ""2025-05-06""}",2025-05-11 10:05:02.433437,4036,2275
4037,4037,584,low,mocked,12,6,0,0,83.31,0.12,"[{""dpd"": 0, ""account_type"": ""credit_card""}, {""dpd"": 0, ""account_type"": ""personal_loan""}]","[{""type"": ""loan"", ""amount"": 33924.8}]","{""bureau_score"": 584, ""report_number"": ""554ff891-898e-4ee0-8b5b-5fb97466baec"", ""assessment_date"": ""2025-05-02""}",2025-05-11 10:05:02.463977,4037,1410
4038,4038,350,low,mocked,6,1,0,0,57.51,0.35,"[{""dpd"": 0, ""account_type"": ""credit_card""}, {""dpd"": 0, ""account_type"": ""personal_loan""}]","[{""type"": ""loan"", ""amount"": 54911.9}]","{""bureau_score"": 350, ""report_number"": ""b1d33318-44cb-4ccb-a140-5bc8a04b3e8e"", ""assessment_date"": ""2025-04-23""}",2025-05-11 10:05:02.491574,4038,746
4039,4039,561,low,mocked,15,9,3,30,29.12,0.16,"[{""dpd"": 30, ""account_type"": ""credit_card""}, {""dpd"": 0, ""account_type"": ""personal_loan""}]","[{""type"": ""loan"", ""amount"": 10625.6}]","{""bureau_score"": 561, ""report_number"": ""3009baee-02da-41ac-abf5-562a40cff493"", ""assessment_date"": ""2025-04-10""}",2025-05-11 10:05:02.510997,4039,5335
4040,4040,329,low,mocked,10,9,0,0,87.21,0.13,"[{""dpd"": 0, ""account_type"": ""credit_card""}, {""dpd"": 0, ""account_type"": ""personal_loan""}]","[{""type"": ""loan"", ""amount"": 44377.7}]","{""bureau_score"": 329, ""report_number"": ""adc7136c-08b5-4dce-bfc2-f71dd1382953"", ""assessment_date"": ""2025-02-28""}",2025-05-11 10:05:02.530091,4040,2338
4041,4041,754,high,mocked,2,2,0,0,29.98,0.58,"[{""dpd"": 0, ""account_type"": ""credit_card""}, {""dpd"": 0, ""account_type"": ""personal_loan""}]","[{""type"": ""loan"", ""amount"": 52685.1}]","{""bureau_score"": 754, ""report_number"": ""5e86c023-9887-431a-ae1b-f7fba84a5d55"", ""assessment_date"": ""2025-03-31""}",2025-05-11 10:05:02.560880,4041,1545
4042,4042,583,low,mocked,15,9,3,30,26.33,0.17,"[{""dpd"": 30, ""account_type"": ""credit_card""}, {""dpd"": 0, ""account_type"": ""personal_loan""}]","[{""type"": ""loan"", ""amount"": 72724.1}]","{""bureau_score"": 583, ""report_number"": ""260b3cfb-2175-4732-9bff-b495446caa81"", ""assessment_date"": ""2025-02-16""}",2025-05-11 10:05:02.587990,4042,9989
4043,4043,333,low,mocked,7,2,2,30,21.56,0.23,"[{""dpd"": 30, ""account_type"": ""credit_card""}, {""dpd"": 0, ""account_type"": ""personal_loan""}]","[{""type"": ""loan"", ""amount"": 54715.0}]","{""bureau_score"": 333, ""report_number"": ""6c1d27c9-68d0-4cd0-8cff-c2bbaee8e683"", ""assessment_date"": ""2025-02-06""}",2025-05-11 10:05:02.607588,4043,1147
4044,4044,580,low,mocked,7,4,0,0,95.89,0.25,"[{""dpd"": 0, ""account_type"": ""credit_card""}, {""dpd"": 0, ""account_type"": ""personal_loan""}]","[{""type"": ""loan"", ""amount"": 63927.9}]","{""bureau_score"": 580, ""report_number"": ""102d6f62-5c3d-41da-a378-42cdf2d27b5d"", ""assessment_date"": ""2025-02-17""}",2025-05-11 10:05:02.626980,4044,215
4045,4045,560,low,mocked,1,1,1,60,32.25,0.23,"[{""dpd"": 60, ""account_type"": ""credit_card""}, {""dpd"": 0, ""account_type"": ""personal_loan""}]","[{""type"": ""loan"", ""amount"": 89039.2}]","{""bureau_score"": 560, ""report_number"": ""ed4a4809-5d5c-4dc0-bb89-665612733a92"", ""assessment_date"": ""2025-04-15""}",2025-05-11 10:05:02.657446,4045,6274
4046,4046,423,low,mocked,12,4,0,0,99.13,0.13,"[{""dpd"": 0, ""account_type"": ""credit_card""}, {""dpd"": 0, ""account_type"": ""personal_loan""}]","[{""type"": ""loan"", ""amount"": 76959.0}]","{""bureau_score"": 423, ""report_number"": ""280559a5-3bd4-4dc3-a1a0-791671619bdd"", ""assessment_date"": ""2025-02-19""}",2025-05-11 10:05:02.685003,4046,7482
4047,4047,830,high,mocked,11,10,1,60,51.4,0.44,"[{""dpd"": 60, ""account_type"": ""credit_card""}, {""dpd"": 0, ""account_type"": ""personal_loan""}]","[{""type"": ""loan"", ""amount"": 14729.9}]","{""bureau_score"": 830, ""report_number"": ""00feddc9-800d-4158-b27c-7bc5c5df5736"", ""assessment_date"": ""2025-04-04""}",2025-05-11 10:05:02.704498,4047,4054
4048,4048,408,low,mocked,10,6,0,0,47,0.14,"[{""dpd"": 0, ""account_type"": ""credit_card""}, {""dpd"": 0, ""account_type"": ""personal_loan""}]","[{""type"": ""loan"", ""amount"": 80591.2}]","{""bureau_score"": 408, ""report_number"": ""ca3c528e-aba0-4548-bf31-6f88b9bf31f5"", ""assessment_date"": ""2025-01-19""}",2025-05-11 10:05:02.731011,4048,6683
4049,4049,715,medium,mocked,12,2,0,0,12.76,0.41,"[{""dpd"": 0, ""account_type"": ""credit_card""}, {""dpd"": 0, ""account_type"": ""personal_loan""}]","[{""type"": ""loan"", ""amount"": 98578.6}]","{""bureau_score"": 715, ""report_number"": ""a01deea3-0401-4bfd-9dc4-0a14607e0567"", ""assessment_date"": ""2025-02-13""}",2025-05-11 10:05:02.760216,4049,9375
4050,4050,574,low,mocked,12,3,0,0,15.03,0.33,"[{""dpd"": 0, ""account_type"": ""credit_card""}, {""dpd"": 0, ""account_type"": ""personal_loan""}]","[{""type"": ""loan"", ""amount"": 95146.8}]","{""bureau_score"": 574, ""report_number"": ""44f347a8-018e-4c96-8d84-6fecba3f38db"", ""assessment_date"": ""2025-04-13""}",2025-05-11 10:05:02.784712,4050,5111
4051,4051,630,low,mocked,3,3,3,30,11.08,0.13,"[{""dpd"": 30, ""account_type"": ""credit_card""}, {""dpd"": 0, ""account_type"": ""personal_loan""}]","[{""type"": ""loan"", ""amount"": 74836.3}]","{""bureau_score"": 630, ""report_number"": ""72a5aa7d-b10f-406c-81fa-50c6face6c50"", ""assessment_date"": ""2025-01-31""}",2025-05-11 10:05:02.804271,4051,6351
4052,4052,401,low,mocked,5,2,0,0,38.83,0.07,"[{""dpd"": 0, ""account_type"": ""credit_card""}, {""dpd"": 0, ""account_type"": ""personal_loan""}]","[{""type"": ""loan"", ""amount"": 28230.8}]","{""bureau_score"": 401, ""report_number"": ""8e692df8-7a50-4e34-8ada-4ce1f1a74051"", ""assessment_date"": ""2025-05-04""}",2025-05-11 10:05:02.834279,4052,4142
4053,4053,374,low,mocked,2,1,0,0,5.18,1.52,"[{""dpd"": 0, ""account_type"": ""credit_card""}, {""dpd"": 0, ""account_type"": ""personal_loan""}]","[{""type"": ""loan"", ""amount"": 92237.4}]","{""bureau_score"": 374, ""report_number"": ""bf82b8c9-afa2-4046-9bb9-3f79a6eb9881"", ""assessment_date"": ""2025-03-06""}",2025-05-11 10:05:02.862455,4053,3645
4054,4054,607,low,mocked,4,3,0,0,92.62,0.07,"[{""dpd"": 0, ""account_type"": ""credit_card""}, {""dpd"": 0, ""account_type"": ""personal_loan""}]","[{""type"": ""loan"", ""amount"": 48060.9}]","{""bureau_score"": 607, ""report_number"": ""06eac98c-8ef4-44c9-9bec-05513d18ed01"", ""assessment_date"": ""2025-04-18""}",2025-05-11 10:05:02.884895,4054,1364
4055,4055,518,low,mocked,3,1,0,0,91.22,0.22,"[{""dpd"": 0, ""account_type"": ""credit_card""}, {""dpd"": 0, ""account_type"": ""personal_loan""}]","[{""type"": ""loan"", ""amount"": 48692.6}]","{""bureau_score"": 518, ""report_number"": ""8f4ab975-613d-40d4-bd6c-39455bcc033b"", ""assessment_date"": ""2025-03-22""}",2025-05-11 10:05:02.903996,4055,3967
4056,4056,420,low,mocked,2,1,0,0,75.7,0.13,"[{""dpd"": 0, ""account_type"": ""credit_card""}, {""dpd"": 0, ""account_type"": ""personal_loan""}]","[{""type"": ""loan"", ""amount"": 35096.9}]","{""bureau_score"": 420, ""report_number"": ""a6ed3f80-9521-457d-8845-db5c92518dbc"", ""assessment_date"": ""2025-04-25""}",2025-05-11 10:05:02.930421,4056,3589
4057,4057,450,low,mocked,9,3,0,0,32.8,0.26,"[{""dpd"": 0, ""account_type"": ""credit_card""}, {""dpd"": 0, ""account_type"": ""personal_loan""}]","[{""type"": ""loan"", ""amount"": 94569.3}]","{""bureau_score"": 450, ""report_number"": ""20593149-f7ab-4218-a8b0-27878cee7175"", ""assessment_date"": ""2025-02-24""}",2025-05-11 10:05:02.959251,4057,2611
4058,4058,358,low,mocked,10,6,0,0,56.95,0.29,"[{""dpd"": 0, ""account_type"": ""credit_card""}, {""dpd"": 0, ""account_type"": ""personal_loan""}]","[{""type"": ""loan"", ""amount"": 16572.3}]","{""bureau_score"": 358, ""report_number"": ""ead2c4da-2c17-4b54-a4a7-19837b664737"", ""assessment_date"": ""2025-03-18""}",2025-05-11 10:05:02.981836,4058,8495
4059,4059,305,low,mocked,13,5,0,0,81.65,0.48,"[{""dpd"": 0, ""account_type"": ""credit_card""}, {""dpd"": 0, ""account_type"": ""personal_loan""}]","[{""type"": ""loan"", ""amount"": 91651.0}]","{""bureau_score"": 305, ""report_number"": ""1a6b9a31-9050-4ae6-afc5-7cd7dfd01300"", ""assessment_date"": ""2025-04-29""}",2025-05-11 10:05:03.001179,4059,3108
4060,4060,633,low,mocked,2,1,0,0,14.87,0.15,"[{""dpd"": 0, ""account_type"": ""credit_card""}, {""dpd"": 0, ""account_type"": ""personal_loan""}]","[{""type"": ""loan"", ""amount"": 15798.3}]","{""bureau_score"": 633, ""report_number"": ""ed05264d-8b82-4557-bf77-8c61dd85b1ea"", ""assessment_date"": ""2025-02-15""}",2025-05-11 10:05:03.032897,4060,9703
4061,4061,783,high,mocked,4,3,1,30,97.35,0.46,"[{""dpd"": 30, ""account_type"": ""credit_card""}, {""dpd"": 0, ""account_type"": ""personal_loan""}]","[{""type"": ""loan"", ""amount"": 72909.0}]","{""bureau_score"": 783, ""report_number"": ""74bf55bf-86d4-448d-b34e-f7afb0ae6fc0"", ""assessment_date"": ""2025-03-27""}",2025-05-11 10:05:03.064522,4061,934
4062,4062,363,low,mocked,3,2,0,0,14.49,0.38,"[{""dpd"": 0, ""account_type"": ""credit_card""}, {""dpd"": 0, ""account_type"": ""personal_loan""}]","[{""type"": ""loan"", ""amount"": 38342.6}]","{""bureau_score"": 363, ""report_number"": ""71d5d3f7-f334-4ce1-a771-048320937186"", ""assessment_date"": ""2025-01-07""}",2025-05-11 10:05:03.087532,4062,8065
4063,4063,679,medium,mocked,10,10,2,30,0.6,0.3,"[{""dpd"": 30, ""account_type"": ""credit_card""}, {""dpd"": 0, ""account_type"": ""personal_loan""}]","[{""type"": ""loan"", ""amount"": 23944.9}]","{""bureau_score"": 679, ""report_number"": ""f62a9908-33c9-4650-8879-df66f61db467"", ""assessment_date"": ""2025-03-03""}",2025-05-11 10:05:03.110113,4063,2381
4064,4064,639,low,mocked,15,9,0,0,27.74,0.25,"[{""dpd"": 0, ""account_type"": ""credit_card""}, {""dpd"": 0, ""account_type"": ""personal_loan""}]","[{""type"": ""loan"", ""amount"": 59146.1}]","{""bureau_score"": 639, ""report_number"": ""e0c5ac99-1c2c-44c0-8ca1-b8778bb96eae"", ""assessment_date"": ""2025-05-09""}",2025-05-11 10:05:03.137804,4064,8652
4065,4065,565,low,mocked,12,5,0,0,87.85,0.31,"[{""dpd"": 0, ""account_type"": ""credit_card""}, {""dpd"": 0, ""account_type"": ""personal_loan""}]","[{""type"": ""loan"", ""amount"": 95516.4}]","{""bureau_score"": 565, ""report_number"": ""0c882d12-b0b2-4d57-8c84-53d78f07ad01"", ""assessment_date"": ""2025-03-18""}",2025-05-11 10:05:03.160706,4065,5279
4066,4066,460,low,mocked,1,1,0,0,92.27,0.33,"[{""dpd"": 0, ""account_type"": ""credit_card""}, {""dpd"": 0, ""account_type"": ""personal_loan""}]","[{""type"": ""loan"", ""amount"": 78415.2}]","{""bureau_score"": 460, ""report_number"": ""89e9ef72-7ea9-47f3-bbba-394b6630b51b"", ""assessment_date"": ""2025-02-06""}",2025-05-11 10:05:03.182163,4066,2440
4067,4067,512,low,mocked,13,10,0,0,55.18,1.71,"[{""dpd"": 0, ""account_type"": ""credit_card""}, {""dpd"": 0, ""account_type"": ""personal_loan""}]","[{""type"": ""loan"", ""amount"": 99452.7}]","{""bureau_score"": 512, ""report_number"": ""3d270eb9-7d17-4989-89bf-64aaef034746"", ""assessment_date"": ""2025-01-29""}",2025-05-11 10:05:03.210111,4067,3696
4068,4068,793,high,mocked,11,6,0,30,72.12,0.33,"[{""dpd"": 30, ""account_type"": ""credit_card""}, {""dpd"": 0, ""account_type"": ""personal_loan""}]","[{""type"": ""loan"", ""amount"": 85183.4}]","{""bureau_score"": 793, ""report_number"": ""20b8d440-7f29-41f1-b472-c088210c5f39"", ""assessment_date"": ""2025-03-28""}",2025-05-11 10:05:03.241136,4068,752
